,Unemployment Rate,Average Wage,Low Skill Wage,Medium Skill Wage,High Skill Wage,GDP,Price Level,AI Adoption Rate,Gini Coefficient,Labor Share,Average Productivity,Total Employment,Average Firm Profit,Low Skill Employment Rate,Medium Skill Employment Rate,High Skill Employment Rate
0,0.9125,932.6320305314438,848.2937446935259,919.0075426424188,974.3692803664411,0.0,100.0,0.0,0.0,0.0,0.5898527282807489,7,-487.83995517135156,0.047619047619047616,0.07142857142857142,0.17647058823529413
1,0.8625,958.3706673348046,848.2937446935259,955.822554524371,989.7120672107743,5598.499267572911,90.83626296722217,0.0,0.914963609563981,0.41213509009107224,0.5855630327736361,11,157.3568231099909,0.047619047619047616,0.14285714285714285,0.23529411764705882
2,0.8125,986.0031834350232,944.6365359374003,993.5473789786055,989.7120672107743,8850.169589723362,83.14977445472573,0.0,0.8667499009919457,0.4752647902562004,0.5816953491299992,15,335.3869041475745,0.09523809523809523,0.21428571428571427,0.23529411764705882
3,0.8125,986.0031834350232,944.6365359374003,993.5473789786055,989.7120672107743,12159.066345192698,76.86740864831586,0.0,0.8195490201247582,0.5580792415631314,0.5783180665639899,15,361.8928478772129,0.09523809523809523,0.21428571428571427,0.23529411764705882
4,0.8125,986.0031834350232,944.6365359374003,993.5473789786055,989.7120672107743,12186.053974362118,71.57309499301809,0.0,0.8195490201247582,0.6111848071064125,0.5749339318236406,15,229.0449634782825,0.09523809523809523,0.21428571428571427,0.23529411764705882
5,0.8125,986.0031834350232,944.6365359374003,993.5473789786055,989.7120672107743,12248.765381000532,67.11740677663795,0.0,0.8195490201247582,0.6623694698960064,0.5715430134306949,15,124.0954720953284,0.09523809523809523,0.21428571428571427,0.23529411764705882
6,0.8125,986.0031834350232,944.6365359374003,993.5473789786055,989.7120672107743,12354.364997633294,63.41413156988488,0.0,0.8195490201247582,0.7150339929280433,0.5681453792216786,15,33.25016032483929,0.09523809523809523,0.21428571428571427,0.23529411764705882
7,0.8125,986.0031834350232,944.6365359374003,993.5473789786055,989.7120672107743,12489.0346308547,60.36050320624654,0.0,0.8195490201247582,0.7653521102296162,0.5647410963547526,15,-39.50714973372691,0.09523809523809523,0.21428571428571427,0.23529411764705882
8,0.8125,986.0031834350232,944.6365359374003,993.5473789786055,989.7120672107743,12647.61578772687,57.875825552003796,0.0,0.8195490201247582,0.8135546114416609,0.5613302313164957,15,-98.79853473282283,0.09523809523809523,0.21428571428571427,0.23529411764705882
9,0.8125,986.0031834350232,944.6365359374003,993.5473789786055,989.7120672107743,12798.412332537146,55.87617062791398,0.0,0.8195490201247582,0.8587023623612914,0.557912849928621,15,-146.31381571229596,0.09523809523809523,0.21428571428571427,0.23529411764705882
