,Unemployment Rate,Average Wage,Low Skill Wage,Medium Skill Wage,High Skill Wage,GDP,Price Level,AI Adoption Rate,Gini Coefficient,Labor Share,Average Productivity,Total Employment,Average Firm Profit,Low Skill Employment Rate,Medium Skill Employment Rate,High Skill Employment Rate
0,0.9125,900.0399712890796,848.2239148571609,920.7663938618473,0.0,0.0,100.0,0.0,0.0,0.0,0.5635440197567019,7,-538.894733146983,0.08695652173913043,0.11904761904761904,0.0
1,0.8875,905.3360766762115,856.4288278940963,929.7897010672692,0.0,5133.619271410151,91.05989098040713,0.0,0.9142719938073174,0.4514782766596868,0.5594110539424858,9,-1.6500165430177427,0.13043478260869565,0.14285714285714285,0.0
2,0.875,929.1512014017728,856.4288278940963,929.7897010672692,1143.4873239318238,6577.562640102903,83.8278245197305,0.0,0.8902738688720369,0.5365778389108259,0.5555490585384527,10,-17.15782585113366,0.13043478260869565,0.14285714285714285,0.06666666666666667
3,0.85,976.7718989918745,856.4288278940963,965.7417757925008,1195.8919368363504,7564.701706291679,77.6236456355248,0.0,0.8803159881080878,0.5761824795629551,0.5517620855777116,12,-6.3525175726284795,0.13043478260869565,0.16666666666666666,0.13333333333333333
4,0.8375,1000.5570443270822,856.4288278940963,1005.7714023621348,1195.8919368363504,9567.982444823536,72.34866042002685,0.0,0.8603794399143883,0.6245202899664757,0.5481654006288641,13,30.9771944906817,0.13043478260869565,0.19047619047619047,0.13333333333333333
5,0.8125,1050.674593078914,856.4288278940963,1079.9048538828724,1195.8919368363504,10680.830997860274,68.03998918761312,0.0,0.8504190478431832,0.6905748249768476,0.544675529531206,15,-28.427626205521413,0.13043478260869565,0.23809523809523808,0.13333333333333333
6,0.8125,1050.674593078914,856.4288278940963,1079.9048538828724,1195.8919368363504,13119.564451234022,64.82962512593542,0.0,0.8309590401860967,0.7845505858448725,0.5446625280885945,15,-107.53575541320612,0.13043478260869565,0.23809523809523808,0.13333333333333333
7,0.8125,1050.674593078914,856.4288278940963,1079.9048538828724,1195.8919368363504,13266.731263304915,62.190201598993006,0.0,0.8309590401860967,0.8302718963903282,0.5446415316604091,15,-161.49825802382307,0.13043478260869565,0.23809523809523808,0.13333333333333333
8,0.8125,1050.674593078914,856.4288278940963,1079.9048538828724,1195.8919368363504,13424.101036563241,60.06746436112074,0.0,0.8309590401860967,0.875911383415624,0.5446126201965054,15,-208.63617394760277,0.13043478260869565,0.23809523809523808,0.13333333333333333
9,0.8125,1050.674593078914,856.4288278940963,1079.9048538828724,1195.8919368363504,13577.076531973255,58.3662749132541,0.0,0.8309590401860967,0.9149537823676405,0.5445758728472405,15,-241.9400731911039,0.13043478260869565,0.23809523809523808,0.13333333333333333
10,0.8125,1050.674593078914,856.4288278940963,1079.9048538828724,1195.8919368363504,13720.682463086236,57.03226356775291,0.0,0.8309590401860967,0.9513657261329921,0.5445313679714687,15,-268.91271012503694,0.13043478260869565,0.23809523809523808,0.13333333333333333
11,0.8125,1050.674593078914,856.4288278940963,1079.9048538828724,1195.8919368363504,13858.726906980932,56.02973789231811,0.0,0.8309590401860967,0.9862847022656569,0.5444791831444545,15,-291.8818109840648,0.13043478260869565,0.23809523809523808,0.13333333333333333
12,0.8125,1050.674593078914,856.4288278940963,1079.9048538828724,1195.8919368363504,13964.509140292053,55.2686055272003,0.0,0.8309590401860967,1.0124332422717761,0.5444193951657103,15,-304.07075750827704,0.13043478260869565,0.23809523809523808,0.13333333333333333
13,0.8125,1050.674593078914,856.4288278940963,1079.9048538828724,1195.8919368363504,14055.056224912765,54.721415040664645,0.0,0.8309590401860967,1.036933333349941,0.5443520800667537,15,-314.0322631514263,0.13043478260869565,0.23809523809523808,0.13333333333333333
14,0.8125,1050.674593078914,856.4288278940963,1079.9048538828724,1195.8919368363504,14128.650619029311,54.35506161682281,0.0,0.8309590401860967,1.0585513210367845,0.5442773131187865,15,-320.89465894769216,0.13043478260869565,0.23809523809523808,0.13333333333333333
15,0.8125,1050.674593078914,856.4288278940963,1079.9048538828724,1195.8919368363504,14187.60368819874,54.1436541453645,0.0,0.8309590401860967,1.0778257054976328,0.6871951688402991,15,-325.5052965430197,0.375,0.29411764705882354,0.05263157894736842
16,0.8125,1050.674593078914,856.4288278940963,1079.9048538828724,1195.8919368363504,14229.83166854814,54.05145156952509,0.0,0.8309590401860967,1.093102410475744,0.6856682210045967,15,-326.6467879366577,0.375,0.29411764705882354,0.05263157894736842
17,0.8125,1050.674593078914,856.4288278940963,1079.9048538828724,1195.8919368363504,14231.754774218805,54.0696947511216,0.0,0.8309590401860967,1.107764883849643,0.6841340426472508,15,-327.5112253001731,0.375,0.29411764705882354,0.05263157894736842
18,0.8125,1050.674593078914,856.4288278940963,1079.9048538828724,1195.8919368363504,14109.652649027183,54.17020357990679,0.0,0.8309590401860967,1.1190505809906832,0.6825927060734787,15,-325.811532906843,0.375,0.29411764705882354,0.05263157894736842
19,0.8125,1050.674593078914,856.4288278940963,1079.9048538828724,1195.8919368363504,13992.1498941408,54.348803888720546,0.0,0.8309590401860967,1.1300679639437126,0.6810442828654444,15,-324.263384961383,0.375,0.29411764705882354,0.05263157894736842
20,0.8125,1050.674593078914,856.4288278940963,1079.9048538828724,1195.8919368363504,13906.849851746147,54.581853744560895,0.0,0.8309590401860967,1.1381225143207858,0.6794888438894902,15,-320.67656451903287,0.375,0.29411764705882354,0.05263157894736842
21,0.8125,1050.674593078914,856.4288278940963,1079.9048538828724,1195.8919368363504,13817.654805323456,54.871621594786774,0.0,0.8309590401860967,1.1466336008833555,0.677926459303296,15,-317.87057849704496,0.375,0.29411764705882354,0.05263157894736842
22,0.8125,1050.674593078914,856.4288278940963,1079.9048538828724,1195.8919368363504,13745.9875855541,55.20478564640354,0.0,0.8309590401860967,1.1534863915081983,0.6763571985629634,15,-314.1389137339401,0.375,0.29411764705882354,0.05263157894736842
23,0.8125,1050.674593078914,856.4288278940963,1079.9048538828724,1195.8919368363504,13690.335013093121,55.569054313976345,0.0,0.8309590401860967,1.1587818701293853,0.6747811304300341,15,-309.58481343241033,0.375,0.29411764705882354,0.05263157894736842
24,0.8125,1050.674593078914,856.4288278940963,1079.9048538828724,1195.8919368363504,13625.68136240136,55.97103656332933,0.0,0.8309590401860967,1.1650152353853913,0.6731983229784343,15,-306.15529034289307,0.375,0.29411764705882354,0.05263157894736842
25,0.8125,1050.674593078914,856.4288278940963,1079.9048538828724,1195.8919368363504,13581.899973349056,56.394478084016455,0.0,0.8309590401860967,1.1691552754367633,0.7635463436013504,15,-301.4820301131543,1.0,0.5,0.03508771929824561
26,0.8125,1050.674593078914,856.4288278940963,1079.9048538828724,1195.8919368363504,13523.251293658732,56.85088490674245,0.0,0.8309590401860967,1.174840795106073,0.7607627590180372,15,-298.35757128478025,1.0,0.5,0.03508771929824561
27,0.8125,1050.674593078914,856.4288278940963,1079.9048538828724,1195.8919368363504,13483.447027588842,57.325235492903204,0.0,0.8309590401860967,1.1786020026737465,0.7579726352805574,15,-294.1117761175667,1.0,0.5,0.03508771929824561
28,0.8125,1050.674593078914,856.4288278940963,1079.9048538828724,1195.8919368363504,13445.281013823085,57.816182511246886,0.0,0.8309590401860967,1.1822060323597048,0.7551760377804522,15,-290.0846666366349,1.0,0.5,0.03508771929824561
29,0.8125,1050.674593078914,856.4288278940963,1079.9048538828724,1195.8919368363504,13404.943109377346,58.32547810968173,0.0,0.8309590401860967,1.1860511233723623,0.752373031255348,15,-286.55836125546364,1.0,0.5,0.03508771929824561
30,0.8125,1050.674593078914,856.4288278940963,1079.9048538828724,1195.8919368363504,13366.657721573398,58.851428715695164,0.0,0.8309590401860967,1.1896942574301688,0.7495636797954952,15,-283.18391820817334,1.0,0.5,0.03508771929824561
31,0.8125,1050.674593078914,856.4288278940963,1079.9048538828724,1195.8919368363504,13326.463698072894,59.39564377488157,0.0,0.8309590401860967,1.1935542191348447,0.7467480468502404,15,-280.25721742517567,1.0,0.5,0.03508771929824561
