,Unemployment Rate,Average Wage,Low Skill Wage,Medium Skill Wage,High Skill Wage,GDP,Price Level,AI Adoption Rate,Gini Coefficient,Labor Share,Average Productivity,Total Employment,Average Firm Profit,Low Skill Employment Rate,Medium Skill Employment Rate,High Skill Employment Rate
0,0.92,372.69318034838113,340.5643526766531,381.84467001692644,427.79934602329183,0.0,100.0,0.0,0.0,0.0,0.542535116307223,8,-510.067650893056,0.11428571428571428,0.044444444444444446,0.1
1,0.85,386.1712834403492,347.95529870654246,401.56422778588893,431.81736421688356,3310.324374657489,88.56669767684792,0.0,0.9243211794611428,0.1896777427547199,0.5383063508216053,15,152.30872428384924,0.17142857142857143,0.13333333333333333,0.15
2,0.81,397.7123543608755,362.22254365538475,401.56422778588893,449.8738033796446,5959.065136205792,78.75241397329964,0.0,0.857805605136853,0.22581069710683507,0.5347680557555994,19,532.3305004544229,0.22857142857142856,0.13333333333333333,0.25
3,0.81,397.7123543608755,362.22254365538475,401.56422778588893,449.8738033796446,7381.455765128192,70.3471965396128,0.0,0.8213013679533527,0.2637926852824143,0.531606636839254,19,616.371489546387,0.22857142857142856,0.13333333333333333,0.25
4,0.8,402.022066964926,375.7429950761071,401.56422778588893,449.8738033796446,7167.416616371882,63.114377002693686,0.0,0.8213013679533527,0.29753958292583993,0.5284363321120723,20,475.36959748089265,0.2571428571428571,0.13333333333333333,0.25
5,0.8,402.022066964926,375.7429950761071,401.56422778588893,449.8738033796446,7415.560833282862,56.97848849792999,0.0,0.8126580224976279,0.34443599492448307,0.5253827389652237,20,369.00192146454503,0.2571428571428571,0.13333333333333333,0.25
6,0.8,402.022066964926,375.7429950761071,401.56422778588893,449.8738033796446,7338.417014559212,51.7419737623234,0.0,0.8126580224976279,0.3853623650777403,0.5223196817498433,20,264.57610529937074,0.2571428571428571,0.13333333333333333,0.25
7,0.8,402.022066964926,375.7429950761071,401.56422778588893,449.8738033796446,7312.0609213234275,47.28403971856526,0.0,0.8126580224976279,0.42769442532868013,0.5192678887766512,20,179.94182222268464,0.2571428571428571,0.13333333333333333,0.25
8,0.8,402.022066964926,375.7429950761071,401.56422778588893,449.8738033796446,7320.912803065432,43.50016213203855,0.0,0.8126580224976279,0.47135295998260546,0.516236186399857,20,110.62078416927818,0.2571428571428571,0.13333333333333333,0.25
9,0.8,402.022066964926,375.7429950761071,401.56422778588893,449.8738033796446,7361.982251348791,40.31265246060797,0.0,0.8126580224976279,0.5176982135358148,0.5131953010468309,20,51.16470516792562,0.2571428571428571,0.13333333333333333,0.25
