,Unemployment Rate,Average Wage,Low Skill Wage,Medium Skill Wage,High Skill Wage,GDP,Price Level,AI Adoption Rate,Gini Coefficient,Labor Share,Capital Share,Average Productivity,Total Employment,Average Firm Profit,Low Skill Employment Rate,Medium Skill Employment Rate,High Skill Employment Rate,Total Consumption,Wealth Gini,Top 10% Income Share,Median Worker Savings
0,0.9,363.41947383274675,330.10420088218643,362.51122930838017,386.38652623675927,0.0,100.0,0.0,0.0,0.0,0.0,0.5621100945480871,15,-552.5466785812831,0.08163265306122448,0.07575757575757576,0.17142857142857143,0.0,0.15336938694081104,0.0,10758.24582042886
1,0.8533333333333334,372.9535789890852,343.4779751840029,373.2588958241707,394.7549650078114,6335.927424503314,88.25485871604847,0.0,0.9036451043263054,0.1647664433859201,0.8352335566140798,0.5579685701097358,22,580.4275940852399,0.12244897959183673,0.12121212121212122,0.22857142857142856,4088.4690806184017,0.1532853939675063,1.0,10738.24582042886
2,0.8466666666666667,374.2163923387419,351.8380195907435,373.2588958241707,394.7549650078114,8711.781625709069,78.07077699077733,0.0,0.8590815858531098,0.19221196648592484,0.8077880335140751,0.5542582570296996,23,880.0257680910296,0.14285714285714285,0.12121212121212122,0.22857142857142856,6153.734053319905,0.15303873904150533,0.7073768914974393,10718.24582042886
3,0.84,377.0881072022068,363.25046077463804,373.2588958241707,394.7549650078114,8556.022919193352,69.29378059458575,0.0,0.8526967164508301,0.22367043324340724,0.7763295667565928,0.5506230392548552,24,719.9757957576188,0.16326530612244897,0.12121212121212122,0.22857142857142856,6455.232767843297,0.15275885248525478,0.6785554998807133,10730.519136414692
4,0.84,377.0881072022068,363.25046077463804,373.2588958241707,394.7549650078114,8515.84082853286,61.753846790587374,0.0,0.8469024994257586,0.2600668731339066,0.7399331268660934,0.5470600002874467,24,578.1984689058933,0.16326530612244897,0.12121212121212122,0.22857142857142856,6787.58592963972,0.15255602277873503,0.6538195262777754,10710.519136414692
5,0.8333333333333334,382.99068248625343,381.1840195000531,373.2588958241707,394.7549650078114,8239.390932356548,55.267397983447175,0.0,0.8469024994257586,0.2946635571277021,0.7053364428722979,0.5434905917097123,25,436.92693405438166,0.1836734693877551,0.12121212121212122,0.22857142857142856,6787.58592963972,0.1523762651919296,0.6538195262777754,10690.519136414692
6,0.8333333333333334,382.99068248625343,381.1840195000531,373.2588958241707,394.7549650078114,8470.67229355634,49.77414135490592,0.0,0.8423234958322809,0.34344284216465776,0.6565571578353422,0.5399962944410485,25,323.70781453400616,0.1836734693877551,0.12121212121212122,0.22857142857142856,7181.07529661725,0.15212560955467636,0.634356578374722,10670.519136414692
7,0.8333333333333334,382.99068248625343,381.1840195000531,373.2588958241707,394.7549650078114,8389.651593298453,45.089210447877605,0.0,0.8423234958322809,0.38511356355214177,0.6148864364478582,0.5364952734784045,25,223.21609588296997,0.1836734693877551,0.12121212121212122,0.22857142857142856,7181.07529661725,0.15190768264874865,0.634356578374722,10650.519136414692
8,0.8333333333333334,382.99068248625343,381.1840195000531,373.2588958241707,394.7549650078114,8351.958374216812,41.10267608414439,0.0,0.8423234958322809,0.4290673398245155,0.5709326601754845,0.5329875960587204,25,140.56360032252664,0.1836734693877551,0.12121212121212122,0.22857142857142856,7181.07529661725,0.15172125259065772,0.634356578374722,10630.519136414692
9,0.8333333333333334,382.99068248625343,381.1840195000531,373.2588958241707,394.7549650078114,8353.791253243295,37.726630235667976,0.0,0.8423234958322809,0.47595405997536383,0.5240459400246362,0.5294733287465668,25,70.94361352668282,0.1836734693877551,0.12121212121212122,0.22857142857142856,7181.07529661725,0.1515606449570197,0.634356578374722,10610.519136414692
10,0.8333333333333334,382.99068248625343,381.1840195000531,373.2588958241707,394.7549650078114,8396.977364868642,34.87870987532125,0.0,0.8423234958322809,0.5236615205176273,0.47633847948237273,0.5259525374408676,25,15.072314212804253,0.1836734693877551,0.12121212121212122,0.22857142857142856,7181.07529661725,0.15143095111372173,0.634356578374722,10590.519136414692
11,0.8333333333333334,382.99068248625343,381.1840195000531,373.2588958241707,394.7549650078114,8479.969415385218,32.49017891341601,0.0,0.8423234958322809,0.5716008893739971,0.4283991106260029,0.5224252873815586,25,-29.668924894697078,0.1836734693877551,0.12121212121212122,0.22857142857142856,7181.07529661725,0.15132928128028533,0.634356578374722,10570.519136414692
12,0.8333333333333334,382.99068248625343,381.1840195000531,373.2588958241707,394.7549650078114,8587.09695789621,30.503918503096944,0.0,0.8423234958322809,0.6201958824282372,0.3798041175717628,0.5188916431561765,25,-66.37856518440962,0.1836734693877551,0.12121212121212122,0.22857142857142856,7181.07529661725,0.1512571590166103,0.634356578374722,10550.519136414692
13,0.8333333333333334,382.99068248625343,381.1840195000531,373.2588958241707,394.7549650078114,8711.816518708072,28.865671336229454,0.0,0.8423234958322809,0.6676562916486746,0.33234370835132543,0.5153516687063809,25,-95.2592606341949,0.1836734693877551,0.12121212121212122,0.22857142857142856,7181.07529661725,0.151217465219053,0.634356578374722,10530.519136414692
14,0.8333333333333334,382.99068248625343,381.1840195000531,373.2588958241707,394.7549650078114,8837.717222276915,27.525301045060296,0.0,0.8423234958322809,0.7132820927407343,0.2867179072592657,0.5118054273344174,25,-117.67629435138541,0.1836734693877551,0.12121212121212122,0.22857142857142856,7181.07529661725,0.1512029351749633,0.634356578374722,10510.519136414692
15,0.8333333333333334,382.99068248625343,381.1840195000531,373.2588958241707,394.7549650078114,8960.237713523595,26.438525275565617,0.0,0.8423234958322809,0.7562275164152673,0.2437724835847327,0.5082529817095067,25,-134.5989475239567,0.1836734693877551,0.12121212121212122,0.22857142857142856,7181.07529661725,0.1512197640672739,0.634356578374722,10542.926628949448
